prev,curr,type,freq,id
Tauopathy,Subacute_sclerosing_panencephalitis,link,19,Tauopathy:Subacute_sclerosing_panencephalitis
Alexander_McQueen,Homogenic,link,83,Alexander_McQueen:Homogenic
Munition_armour,Cuirassier,link,77,Munition_armour:Cuirassier
Alan_Curbishley,George_McCartney,link,58,Alan_Curbishley:George_McCartney
Blacklight,Mercury-vapor_lamp,link,62,Blacklight:Mercury-vapor_lamp
Film_à_clef,The_Celebration,link,14,Film_à_clef:The_Celebration
other,Bayezid_Pasha,external,13,other:Bayezid_Pasha
other,Bayezid_Pasha,external,54,other:Bayezid_Pasha
Maple_leaf,Canadian_royal_symbols,other,28,Maple_leaf:Canadian_royal_symbols
"Fugging,_Upper_Austria",Harald_Sicheritz,link,39,"Fugging,_Upper_Austria:Harald_Sicheritz"
other,Lithogenes,external,10,other:Lithogenes
other,Cinema_of_the_Czech_Republic,external,39,other:Cinema_of_the_Czech_Republic
other,Cinema_of_the_Czech_Republic,external,119,other:Cinema_of_the_Czech_Republic
other,Cinema_of_the_Czech_Republic,external,321,other:Cinema_of_the_Czech_Republic
Gedrosia,Saurashtra_(region),link,19,Gedrosia:Saurashtra_(region)
Cyberwarfare,Office_of_Personnel_Management_data_breach,link,15,Cyberwarfare:Office_of_Personnel_Management_data_breach
Pope_Benedict_XVI,Vatican_City,link,4383,Pope_Benedict_XVI:Vatican_City
List_of_vehicles_of_the_United_States_Marine_Corps,List_of_land_vehicles_of_the_U.S._Armed_Forces,link,95,List_of_vehicles_of_the_United_States_Marine_Corps:List_of_land_vehicles_of_the_U.S._Armed_Forces
ATP_Tour_Masters_1000,ATP_Finals,link,180,ATP_Tour_Masters_1000:ATP_Finals
Nelson_(surname),Nilsen,link,17,Nelson_(surname):Nilsen
other,I31,external,14,other:I31
other,Holocaust_trivialization,external,13,other:Holocaust_trivialization
other,Holocaust_trivialization,external,170,other:Holocaust_trivialization
other,Holocaust_trivialization,external,52,other:Holocaust_trivialization
other,Holocaust_trivialization,external,326,other:Holocaust_trivialization
Cooch_Behar_State,Man_Singh_II,link,51,Cooch_Behar_State:Man_Singh_II
List_of_films_featuring_giant_monsters,The_Giant_Gila_Monster,link,21,List_of_films_featuring_giant_monsters:The_Giant_Gila_Monster
Sunny_Mabrey,Nookie_(Limp_Bizkit_song),link,121,Sunny_Mabrey:Nookie_(Limp_Bizkit_song)
Rafael_Cruz,"California_State_University,_Stanislaus",link,15,"Rafael_Cruz:California_State_University,_Stanislaus"
Great_Northwest_Athletic_Conference,Northwest_Nazarene_University,link,37,Great_Northwest_Athletic_Conference:Northwest_Nazarene_University
All_Boys_Aren't_Blue,"Farrar,_Straus_and_Giroux",link,13,"All_Boys_Aren't_Blue:Farrar,_Straus_and_Giroux"
other,Kinbane_Castle,external,136,other:Kinbane_Castle
other,Kinbane_Castle,external,20,other:Kinbane_Castle
other,Kinbane_Castle,external,42,other:Kinbane_Castle
Estelita_Bantilan,Blaan_people,link,10,Estelita_Bantilan:Blaan_people
Glendale_Galleria,Westfield_Century_City,link,11,Glendale_Galleria:Westfield_Century_City
Madeleine_Madden,Tidelands_(TV_series),link,37,Madeleine_Madden:Tidelands_(TV_series)
other,Obrad_Gluščević,external,27,other:Obrad_Gluščević
other,Obrad_Gluščević,external,10,other:Obrad_Gluščević
other,Pterygoplichthys,external,34,other:Pterygoplichthys
other,Pterygoplichthys,external,734,other:Pterygoplichthys
other,Pterygoplichthys,external,39,other:Pterygoplichthys
other,Pterygoplichthys,external,382,other:Pterygoplichthys
other,"Naplate,_Illinois",external,52,"other:Naplate,_Illinois"
other,"Naplate,_Illinois",external,18,"other:Naplate,_Illinois"
2013_in_hip_hop_music,2022_in_hip_hop_music,link,26,2013_in_hip_hop_music:2022_in_hip_hop_music
other,Jimmy_Zámbó,external,225,other:Jimmy_Zámbó
other,Jimmy_Zámbó,external,2275,other:Jimmy_Zámbó
other,Jimmy_Zámbó,external,19,other:Jimmy_Zámbó
other,Jimmy_Zámbó,external,465,other:Jimmy_Zámbó
Daniel_Bernoulli,Superposition_principle,link,13,Daniel_Bernoulli:Superposition_principle
Kevin_Smith,Walt_Flanagan,link,288,Kevin_Smith:Walt_Flanagan
other,Sudhanshu_Shekhar_Jha,external,31,other:Sudhanshu_Shekhar_Jha
other,Sudhanshu_Shekhar_Jha,external,74,other:Sudhanshu_Shekhar_Jha
other,Brother's_Justice,external,10,other:Brother's_Justice
other,Brother's_Justice,external,29,other:Brother's_Justice
other,Brother's_Justice,external,34,other:Brother's_Justice
other,WRBI,external,21,other:WRBI
other,WRBI,external,22,other:WRBI
Washington_Luís,Getúlio_Vargas,link,10,Washington_Luís:Getúlio_Vargas
List_of_boat_builders,Feadship,link,13,List_of_boat_builders:Feadship
List_of_Olympic_medalists_in_ice_hockey,Julie_Chu,link,11,List_of_Olympic_medalists_in_ice_hockey:Julie_Chu
other,Transhuman_Space,external,11,other:Transhuman_Space
other,Transhuman_Space,external,47,other:Transhuman_Space
other,Transhuman_Space,external,25,other:Transhuman_Space
other,Transhuman_Space,external,122,other:Transhuman_Space
other,School's_Out_Forever_(film),external,355,other:School's_Out_Forever_(film)
other,School's_Out_Forever_(film),external,84,other:School's_Out_Forever_(film)
other,Tarand_(animal),external,129,other:Tarand_(animal)
other,Tarand_(animal),external,52,other:Tarand_(animal)
Lift-to-drag_ratio,Dietrich_Küchemann,link,11,Lift-to-drag_ratio:Dietrich_Küchemann
Seattle,Eddie_Bauer,link,20,Seattle:Eddie_Bauer
Eusebio_Pedroza,Alfonso_Pérez_(boxer),link,15,Eusebio_Pedroza:Alfonso_Pérez_(boxer)
Flechas,Lizard_(camouflage),link,30,Flechas:Lizard_(camouflage)
other,The_Christmas_Album_(Neil_Diamond_album),external,15,other:The_Christmas_Album_(Neil_Diamond_album)
other,The_Christmas_Album_(Neil_Diamond_album),external,1014,other:The_Christmas_Album_(Neil_Diamond_album)
other,The_Christmas_Album_(Neil_Diamond_album),external,243,other:The_Christmas_Album_(Neil_Diamond_album)
El_Camino:_A_Breaking_Bad_Movie,Michael_Slovis,link,18,El_Camino:_A_Breaking_Bad_Movie:Michael_Slovis
other,De_Rosa_(bicycle_company),external,103,other:De_Rosa_(bicycle_company)
other,De_Rosa_(bicycle_company),external,12,other:De_Rosa_(bicycle_company)
other,De_Rosa_(bicycle_company),external,189,other:De_Rosa_(bicycle_company)
RER_D,Creil_station,link,23,RER_D:Creil_station
Pinto_bean,New_Mexican_cuisine,link,31,Pinto_bean:New_Mexican_cuisine
AirBridgeCargo,Volga-Dnepr_Group,link,170,AirBridgeCargo:Volga-Dnepr_Group
Burning_feet_syndrome,Rheumatoid_arthritis,link,13,Burning_feet_syndrome:Rheumatoid_arthritis
List_of_Playboy_Playmates_of_1995,List_of_Playboy_videos,link,12,List_of_Playboy_Playmates_of_1995:List_of_Playboy_videos
The_Expanse_(TV_series),The_Outlaws_(2021_TV_series),link,12,The_Expanse_(TV_series):The_Outlaws_(2021_TV_series)
Irish_Crown_Jewels,Royal_Irish_Constabulary,link,10,Irish_Crown_Jewels:Royal_Irish_Constabulary
other,Paddy_Buckley_Round,external,10,other:Paddy_Buckley_Round
other,Paddy_Buckley_Round,external,83,other:Paddy_Buckley_Round
other,Paddy_Buckley_Round,external,213,other:Paddy_Buckley_Round
other,Tabish,external,24,other:Tabish
other,Tabish,external,59,other:Tabish
Andrey_Vlasov,Federal_Security_Service,link,29,Andrey_Vlasov:Federal_Security_Service
Veto,Balanced_Budget_Act_of_1997,link,15,Veto:Balanced_Budget_Act_of_1997
Pilotwings_64,Nintendo_Switch_Online,link,28,Pilotwings_64:Nintendo_Switch_Online
other,Carol_Kirkwood,external,11006,other:Carol_Kirkwood
other,Carol_Kirkwood,external,78,other:Carol_Kirkwood
other,Carol_Kirkwood,external,59,other:Carol_Kirkwood
other,Carol_Kirkwood,external,3887,other:Carol_Kirkwood
Spirits_in_the_Material_World,Every_Little_Thing_She_Does_Is_Magic,link,64,Spirits_in_the_Material_World:Every_Little_Thing_She_Does_Is_Magic
Syed_Muhammad_Naquib_al-Attas,University_of_Khartoum,link,14,Syed_Muhammad_Naquib_al-Attas:University_of_Khartoum
other,Acral_lentiginous_melanoma,external,30,other:Acral_lentiginous_melanoma
other,Acral_lentiginous_melanoma,external,29,other:Acral_lentiginous_melanoma
other,Acral_lentiginous_melanoma,external,1370,other:Acral_lentiginous_melanoma
other,Acral_lentiginous_melanoma,external,430,other:Acral_lentiginous_melanoma
2017–present_Peruvian_political_crisis,Second_impeachment_and_removal_of_Martín_Vizcarra,link,357,2017–present_Peruvian_political_crisis:Second_impeachment_and_removal_of_Martín_Vizcarra
Jiang_Shuying,Novoland:_Eagle_Flag,link,18,Jiang_Shuying:Novoland:_Eagle_Flag
Houssine_Kharja,Ternana_Calcio,link,53,Houssine_Kharja:Ternana_Calcio
Mysskin,Kallappadam,link,28,Mysskin:Kallappadam
U.S._state,Comity,link,25,U.S._state:Comity
Aleksey_Kuropatkin,Pskov,link,21,Aleksey_Kuropatkin:Pskov
other,Isle_of_Pines_(New_Caledonia),external,42,other:Isle_of_Pines_(New_Caledonia)
other,Isle_of_Pines_(New_Caledonia),external,500,other:Isle_of_Pines_(New_Caledonia)
other,Isle_of_Pines_(New_Caledonia),external,343,other:Isle_of_Pines_(New_Caledonia)
other,Timeline_of_the_Song_dynasty,external,65,other:Timeline_of_the_Song_dynasty
other,Timeline_of_the_Song_dynasty,external,10,other:Timeline_of_the_Song_dynasty
other,Timeline_of_the_Song_dynasty,external,320,other:Timeline_of_the_Song_dynasty
Utøya:_July_22,List_of_Seconds_from_Disaster_episodes,link,16,Utøya:_July_22:List_of_Seconds_from_Disaster_episodes
Amreli_district,Gujarat,link,24,Amreli_district:Gujarat
Fourth_Anglo-Mysore_War,Maratha_Empire,link,57,Fourth_Anglo-Mysore_War:Maratha_Empire
Batik_Air_Malaysia,Lion_Air_Group,link,390,Batik_Air_Malaysia:Lion_Air_Group
other,Bosilovo,external,15,other:Bosilovo
other,Bosilovo,external,32,other:Bosilovo
Aceraceae,Sapindaceae,link,38,Aceraceae:Sapindaceae
Multiverse_(album),Full_Court_Press,link,344,Multiverse_(album):Full_Court_Press
other,"Rowland,_Pennsylvania",external,10,"other:Rowland,_Pennsylvania"
other,"Rowland,_Pennsylvania",external,26,"other:Rowland,_Pennsylvania"
Language_family,Aquitanian_language,link,122,Language_family:Aquitanian_language
NBA_75th_Anniversary_Team,Hal_Greer,link,203,NBA_75th_Anniversary_Team:Hal_Greer
Recount_(film),Jeremy_Bash,link,14,Recount_(film):Jeremy_Bash
Volleyball_at_the_2016_Summer_Olympics_–_Men's_tournament,Volleyball_at_the_2012_Summer_Olympics_–_Men's_tournament,link,150,Volleyball_at_the_2016_Summer_Olympics_–_Men's_tournament:Volleyball_at_the_2012_Summer_Olympics_–_Men's_tournament
Rat_Park,Behavioral_sink,link,55,Rat_Park:Behavioral_sink
Kat_Cressida,Initial_D,link,11,Kat_Cressida:Initial_D
List_of_schools_in_Hampshire,List_of_further_education_colleges_in_Hampshire,link,17,List_of_schools_in_Hampshire:List_of_further_education_colleges_in_Hampshire
Dinosaur_Planet_(TV_series),Notosuchus,link,24,Dinosaur_Planet_(TV_series):Notosuchus
other,Chemical_space,external,261,other:Chemical_space
other,Chemical_space,external,50,other:Chemical_space
other,Chemical_space,external,11,other:Chemical_space
other,"Ohkay_Owingeh,_New_Mexico",external,263,"other:Ohkay_Owingeh,_New_Mexico"
other,"Ohkay_Owingeh,_New_Mexico",external,24,"other:Ohkay_Owingeh,_New_Mexico"
other,"Ohkay_Owingeh,_New_Mexico",external,387,"other:Ohkay_Owingeh,_New_Mexico"
Tom_Conway,12_to_the_Moon,link,36,Tom_Conway:12_to_the_Moon
Locomotive,Train_horn,link,27,Locomotive:Train_horn
Dagger_(mark),Medieval_studies,link,80,Dagger_(mark):Medieval_studies
other,Jarod_Lucas,external,359,other:Jarod_Lucas
other,Jarod_Lucas,external,27,other:Jarod_Lucas
French_Left,Adolphe_Thiers,link,10,French_Left:Adolphe_Thiers
Volcán_de_Fuego,"Iglesia_y_Convento_de_la_Compañía_de_Jesús,_Antigua_Guatemala",link,27,"Volcán_de_Fuego:Iglesia_y_Convento_de_la_Compañía_de_Jesús,_Antigua_Guatemala"
other,Smokin'_Joe's,external,203,other:Smokin'_Joe's
other,Smokin'_Joe's,external,76,other:Smokin'_Joe's
Cricklewood_Wanderers_F.C.,Middlesex_County_Football_League,link,30,Cricklewood_Wanderers_F.C.:Middlesex_County_Football_League
Jann_Haworth,Sgt._Pepper's_Lonely_Hearts_Club_Band,link,23,Jann_Haworth:Sgt._Pepper's_Lonely_Hearts_Club_Band
Fish_as_food,Ceviche,link,47,Fish_as_food:Ceviche
other,Cannabis_in_Iceland,external,14,other:Cannabis_in_Iceland
other,Cannabis_in_Iceland,external,124,other:Cannabis_in_Iceland
other,Cannabis_in_Iceland,external,1068,other:Cannabis_in_Iceland
other,Balser,external,14,other:Balser
Myrna_Pérez,Brennan_Center_for_Justice,link,16,Myrna_Pérez:Brennan_Center_for_Justice
Gérald_Tremblay,Pierre_Bourque_(politician),link,25,Gérald_Tremblay:Pierre_Bourque_(politician)
other,William_Sotheby,external,21,other:William_Sotheby
Stratosphere,Alan_Eustace,link,109,Stratosphere:Alan_Eustace
other,James_Ramos,external,160,other:James_Ramos
other,James_Ramos,external,53,other:James_Ramos
other,The_Invasion_(film),external,348,other:The_Invasion_(film)
other,The_Invasion_(film),external,4898,other:The_Invasion_(film)
other,The_Invasion_(film),external,15,other:The_Invasion_(film)
other,The_Invasion_(film),external,2250,other:The_Invasion_(film)
United_Progressive_Party_(Antigua_and_Barbuda),Social_liberalism,link,11,United_Progressive_Party_(Antigua_and_Barbuda):Social_liberalism
Legal_guardian,Ward_(law),link,170,Legal_guardian:Ward_(law)
other,Archer's_paradox,external,337,other:Archer's_paradox
other,Archer's_paradox,external,21,other:Archer's_paradox
other,Archer's_paradox,external,1041,other:Archer's_paradox
other,Archer's_paradox,external,67,other:Archer's_paradox
Naples,Italian_language,link,89,Naples:Italian_language
other,Vijay_Kumar_Pandey,external,314,other:Vijay_Kumar_Pandey
other,Vijay_Kumar_Pandey,external,57,other:Vijay_Kumar_Pandey
Michael_D._Higgins,Galway_Races,link,11,Michael_D._Higgins:Galway_Races
American_Society_for_Quality,EFQM,link,12,American_Society_for_Quality:EFQM
JT_Lewis,Sandy_Hook_Elementary_School_shooting,link,24,JT_Lewis:Sandy_Hook_Elementary_School_shooting
other,Bertel_Thorvaldsen,external,97,other:Bertel_Thorvaldsen
other,Bertel_Thorvaldsen,external,132,other:Bertel_Thorvaldsen
other,Bertel_Thorvaldsen,external,732,other:Bertel_Thorvaldsen
other,Bertel_Thorvaldsen,external,388,other:Bertel_Thorvaldsen
2023_in_video_games,The_Callisto_Protocol,other,10,2023_in_video_games:The_Callisto_Protocol
Tenderness_(Duff_McKagan_album),Believe_in_Me_(Duff_McKagan_album),link,18,Tenderness_(Duff_McKagan_album):Believe_in_Me_(Duff_McKagan_album)
other,Johannes_Lochner,external,38,other:Johannes_Lochner
other,Johannes_Lochner,external,16,other:Johannes_Lochner
other,"Beresford,_South_Dakota",external,10,"other:Beresford,_South_Dakota"
other,"Beresford,_South_Dakota",external,69,"other:Beresford,_South_Dakota"
other,"Beresford,_South_Dakota",external,176,"other:Beresford,_South_Dakota"
other,New_York_v._Strauss-Kahn,external,62,other:New_York_v._Strauss-Kahn
other,New_York_v._Strauss-Kahn,external,27,other:New_York_v._Strauss-Kahn
other,New_York_v._Strauss-Kahn,external,421,other:New_York_v._Strauss-Kahn
other,New_York_v._Strauss-Kahn,external,989,other:New_York_v._Strauss-Kahn
Andy_Lau_filmography,The_Conmen_in_Vegas,link,37,Andy_Lau_filmography:The_Conmen_in_Vegas
Main_Page,TomSka,other,81,Main_Page:TomSka
other,1996_U.S._Cup,external,33,other:1996_U.S._Cup
other,1996_U.S._Cup,external,222,other:1996_U.S._Cup
other,Charlotte_Brewer,external,10,other:Charlotte_Brewer
other,Lowry_Park_Central,external,11,other:Lowry_Park_Central
other,Lowry_Park_Central,external,24,other:Lowry_Park_Central
Ed_Joyce,John_Anderson_(Irish_cricketer),link,11,Ed_Joyce:John_Anderson_(Irish_cricketer)
other,Tampa_Spartans_football,external,14,other:Tampa_Spartans_football
other,Tampa_Spartans_football,external,137,other:Tampa_Spartans_football
other,Tampa_Spartans_football,external,436,other:Tampa_Spartans_football
"John_Somers,_1st_Baron_Somers",List_of_presidents_of_the_Royal_Society,link,10,"John_Somers,_1st_Baron_Somers:List_of_presidents_of_the_Royal_Society"
Mortal_Engines_Quartet,Murnau_am_Staffelsee,link,11,Mortal_Engines_Quartet:Murnau_am_Staffelsee
Space_advocacy,Human_presence_in_space,link,10,Space_advocacy:Human_presence_in_space
Dramarama_(TV_series),Anthony_Horowitz,link,21,Dramarama_(TV_series):Anthony_Horowitz
Tahchin,Iranian_cuisine,link,17,Tahchin:Iranian_cuisine
other,Glattbach,external,10,other:Glattbach
other,Glattbach,external,15,other:Glattbach
Private_(novel_series),Kieran_Scott,link,32,Private_(novel_series):Kieran_Scott
other,Ponniyin_Selvan:_I,external,1461,other:Ponniyin_Selvan:_I
other,Ponniyin_Selvan:_I,external,667,other:Ponniyin_Selvan:_I
other,Ponniyin_Selvan:_I,external,60147,other:Ponniyin_Selvan:_I
other,Ponniyin_Selvan:_I,external,266386,other:Ponniyin_Selvan:_I
other,Ponniyin_Selvan:_I,external,12,other:Ponniyin_Selvan:_I
Battle_of_Lake_Regillus,Castor_and_Pollux,link,69,Battle_of_Lake_Regillus:Castor_and_Pollux
Gashi_(tribe),Shkëlzen_Gashi,link,11,Gashi_(tribe):Shkëlzen_Gashi
other,Round_table_(discussion),external,66,other:Round_table_(discussion)
other,Round_table_(discussion),external,265,other:Round_table_(discussion)
other,Round_table_(discussion),external,1106,other:Round_table_(discussion)
Port_of_Naples,Port,link,13,Port_of_Naples:Port
List_of_people_who_died_in_traffic_collisions,Roland_Baar,link,13,List_of_people_who_died_in_traffic_collisions:Roland_Baar
Mercury_Mountaineer,Ford_Ranger_(Americas),link,18,Mercury_Mountaineer:Ford_Ranger_(Americas)
Wilson_Cruz,Party_of_Five,link,22,Wilson_Cruz:Party_of_Five
other,DJ_Jam_Master_J'Son,external,71,other:DJ_Jam_Master_J'Son
other,DJ_Jam_Master_J'Son,external,140,other:DJ_Jam_Master_J'Son
Andalusian_cadence,Flamenco_mode,link,64,Andalusian_cadence:Flamenco_mode
other,Bellator_MMA_vs._Rizin,external,477,other:Bellator_MMA_vs._Rizin
other,Bellator_MMA_vs._Rizin,external,144,other:Bellator_MMA_vs._Rizin
other,Bellator_MMA_vs._Rizin,external,5203,other:Bellator_MMA_vs._Rizin
other,Bellator_MMA_vs._Rizin,external,22774,other:Bellator_MMA_vs._Rizin
Russian_cruiser_Moskva,Patrol_boat,link,12,Russian_cruiser_Moskva:Patrol_boat
Myelodysplastic_syndrome,Susan_Sontag,link,91,Myelodysplastic_syndrome:Susan_Sontag
Hameau_de_la_Reine,Boudoir,link,46,Hameau_de_la_Reine:Boudoir
other,Marcopolo_S.A.,external,611,other:Marcopolo_S.A.
other,Marcopolo_S.A.,external,134,other:Marcopolo_S.A.
other,Marcopolo_S.A.,external,2105,other:Marcopolo_S.A.
Lord_Howe_Island,Gilbert_Islands,link,14,Lord_Howe_Island:Gilbert_Islands
other,Hayden_James,external,248,other:Hayden_James
other,Hayden_James,external,607,other:Hayden_James
Main_Page,German_military_administration_in_occupied_France_during_World_War_II,other,40,Main_Page:German_military_administration_in_occupied_France_during_World_War_II
"Victoria_Stadium,_Gibraltar","Winston_Churchill_Avenue,_Gibraltar",link,29,"Victoria_Stadium,_Gibraltar:Winston_Churchill_Avenue,_Gibraltar"
other,Naptown,external,19,other:Naptown
other,Naptown,external,311,other:Naptown
Jun_Fukuyama,Tokyo_Underground,link,10,Jun_Fukuyama:Tokyo_Underground
other,Epsom_Handicap,external,92,other:Epsom_Handicap
other,Epsom_Handicap,external,17,other:Epsom_Handicap
other,Assistant_Chief_of_the_Naval_Staff,external,74,other:Assistant_Chief_of_the_Naval_Staff
other,Assistant_Chief_of_the_Naval_Staff,external,18,other:Assistant_Chief_of_the_Naval_Staff
other,Assistant_Chief_of_the_Naval_Staff,external,133,other:Assistant_Chief_of_the_Naval_Staff
All_Jharkhand_Students_Union,2014_Jharkhand_Legislative_Assembly_election,link,12,All_Jharkhand_Students_Union:2014_Jharkhand_Legislative_Assembly_election
Foot_guards,Infantry,link,20,Foot_guards:Infantry
other,Sahabzada_Yaqub_Khan,external,321,other:Sahabzada_Yaqub_Khan
other,Sahabzada_Yaqub_Khan,external,17,other:Sahabzada_Yaqub_Khan
other,Sahabzada_Yaqub_Khan,external,1317,other:Sahabzada_Yaqub_Khan
other,A_Chorus_Line_(film),external,620,other:A_Chorus_Line_(film)
other,A_Chorus_Line_(film),external,165,other:A_Chorus_Line_(film)
other,A_Chorus_Line_(film),external,1618,other:A_Chorus_Line_(film)
Android_Go,Prepaid_mobile_phone,link,11,Android_Go:Prepaid_mobile_phone
NWA_World_Women's_Championship,Bette_Boucher,link,44,NWA_World_Women's_Championship:Bette_Boucher
List_of_Marvel_Comics_characters:_C,Cobra_(Marvel_Comics),link,12,List_of_Marvel_Comics_characters:_C:Cobra_(Marvel_Comics)
Medieval_technology,Middle_Ages,link,58,Medieval_technology:Middle_Ages
List_of_King_of_the_Hill_characters,Beth_Grant,link,121,List_of_King_of_the_Hill_characters:Beth_Grant
other,Camilla_de_Rossi,external,41,other:Camilla_de_Rossi
other,Camilla_de_Rossi,external,15,other:Camilla_de_Rossi
Thalattosauria,Blezingeria,link,21,Thalattosauria:Blezingeria
First_voyage_of_James_Cook,Second_voyage_of_James_Cook,link,250,First_voyage_of_James_Cook:Second_voyage_of_James_Cook
other,NS_1700_(steam_locomotive),external,30,other:NS_1700_(steam_locomotive)
Histoire_de_Melody_Nelson,Dave_Richmond,link,38,Histoire_de_Melody_Nelson:Dave_Richmond
The_Voice_of_Frank_Sinatra,Songs_by_Sinatra,link,315,The_Voice_of_Frank_Sinatra:Songs_by_Sinatra
Sonos,Palindrome,link,13,Sonos:Palindrome
other,Peiraikos_Syndesmos,external,10,other:Peiraikos_Syndesmos
other,Redemption_(1943_film),external,10,other:Redemption_(1943_film)
other,Schiffschul,external,27,other:Schiffschul
other,Schiffschul,external,20,other:Schiffschul
Friedrich_Alfred_Krupp,Friedrich_Krupp_Germaniawerft,link,38,Friedrich_Alfred_Krupp:Friedrich_Krupp_Germaniawerft
Religion_in_Sudan,Traditional_African_religions,link,32,Religion_in_Sudan:Traditional_African_religions
other,2022_Arizona_Diamondbacks_season,external,14,other:2022_Arizona_Diamondbacks_season
other,2022_Arizona_Diamondbacks_season,external,128,other:2022_Arizona_Diamondbacks_season
other,2022_Arizona_Diamondbacks_season,external,121,other:2022_Arizona_Diamondbacks_season
other,List_of_Zamalek_SC_managers,external,70,other:List_of_Zamalek_SC_managers
other,List_of_Zamalek_SC_managers,external,16,other:List_of_Zamalek_SC_managers
David_Datro_Fofana,Christopher_Nkunku,other,10,David_Datro_Fofana:Christopher_Nkunku
Islam_in_Spain,Centro_de_Investigaciones_Sociológicas,link,18,Islam_in_Spain:Centro_de_Investigaciones_Sociológicas
Kids'_Choice_Award_for_Favorite_Movie,Cool_Runnings,link,15,Kids'_Choice_Award_for_Favorite_Movie:Cool_Runnings
other,Eric_Hanushek,external,153,other:Eric_Hanushek
other,Eric_Hanushek,external,23,other:Eric_Hanushek
other,Eric_Hanushek,external,85,other:Eric_Hanushek
other,Eric_Hanushek,external,16,other:Eric_Hanushek
Animetal_Marathon_V,The_Animetal:_Re-Birth_Heroes,link,12,Animetal_Marathon_V:The_Animetal:_Re-Birth_Heroes
other,Rafael_Castillo_(footballer),external,57,other:Rafael_Castillo_(footballer)
Natalie_J._Robb,Family_Fortunes,link,12,Natalie_J._Robb:Family_Fortunes
Tory_Lanez,Lucky_You_(song),link,300,Tory_Lanez:Lucky_You_(song)
other,Stomach_rumble,external,2537,other:Stomach_rumble
other,Stomach_rumble,external,198,other:Stomach_rumble
other,Stomach_rumble,external,88,other:Stomach_rumble
other,Stomach_rumble,external,2924,other:Stomach_rumble
other,Separation_(statistics),external,50,other:Separation_(statistics)
other,Separation_(statistics),external,140,other:Separation_(statistics)
other,Parliamentary_Ombudsman,external,184,other:Parliamentary_Ombudsman
other,Parliamentary_Ombudsman,external,20,other:Parliamentary_Ombudsman
other,Parliamentary_Ombudsman,external,164,other:Parliamentary_Ombudsman
other,Who_Needs_Love_Like_That,external,42,other:Who_Needs_Love_Like_That
other,Who_Needs_Love_Like_That,external,54,other:Who_Needs_Love_Like_That
other,"Novella,_Haute-Corse",external,10,"other:Novella,_Haute-Corse"
other,"Novella,_Haute-Corse",external,105,"other:Novella,_Haute-Corse"
Collin_College,Levi_Bryant,link,15,Collin_College:Levi_Bryant
Toei_Animation,Marvel_Disk_Wars:_The_Avengers,link,43,Toei_Animation:Marvel_Disk_Wars:_The_Avengers
RV_(film),(Get_Your_Kicks_on)_Route_66,link,108,RV_(film):(Get_Your_Kicks_on)_Route_66
List_of_music_video_television_channels,CStar,link,17,List_of_music_video_television_channels:CStar
The_Counterfeiters_(2007_film),Andreas_Schmidt_(actor),link,26,The_Counterfeiters_(2007_film):Andreas_Schmidt_(actor)
Lesley_Chilcott,An_Inconvenient_Truth,link,11,Lesley_Chilcott:An_Inconvenient_Truth
ISCARS_Dash_Touring_Series,Hut_Stricklin,link,17,ISCARS_Dash_Touring_Series:Hut_Stricklin
Innale,Padmarajan,link,36,Innale:Padmarajan
John_Oliver,The_Smurfs_(film),link,107,John_Oliver:The_Smurfs_(film)
Perth_Scorchers,Cameron_Bancroft,link,137,Perth_Scorchers:Cameron_Bancroft
Asilisaurus,Manda_Formation,link,13,Asilisaurus:Manda_Formation
Chris_Tomlin,Texas_A&M_University,link,18,Chris_Tomlin:Texas_A&M_University
other,Franz_Miklosich,external,35,other:Franz_Miklosich
other,Franz_Miklosich,external,38,other:Franz_Miklosich
other,Franz_Miklosich,external,69,other:Franz_Miklosich
Bleach_(season_5),List_of_Bleach_episodes,link,47,Bleach_(season_5):List_of_Bleach_episodes
Finnish_Security_Intelligence_Service,Law_enforcement_in_Finland,link,38,Finnish_Security_Intelligence_Service:Law_enforcement_in_Finland
Bayesian_linear_regression,Normal_distribution,link,21,Bayesian_linear_regression:Normal_distribution
Marvel_Cinematic_Universe:_Phase_One,Natasha_Romanoff_(Marvel_Cinematic_Universe),link,23,Marvel_Cinematic_Universe:_Phase_One:Natasha_Romanoff_(Marvel_Cinematic_Universe)
Finland_in_the_Eurovision_Song_Contest,Hard_Rock_Hallelujah,link,31,Finland_in_the_Eurovision_Song_Contest:Hard_Rock_Hallelujah
Amschel_Mayer_Rothschild,German_Confederation,link,16,Amschel_Mayer_Rothschild:German_Confederation
1994_Budapest_mayoral_election,1998_Budapest_mayoral_election,link,10,1994_Budapest_mayoral_election:1998_Budapest_mayoral_election
List_of_Sega_Genesis_games,Asterix_and_the_Power_of_the_Gods,link,44,List_of_Sega_Genesis_games:Asterix_and_the_Power_of_the_Gods
Chain_pump,Waterladder_pump,link,26,Chain_pump:Waterladder_pump
Big_Jubilee_Read,The_Hills_Were_Joyful_Together,link,48,Big_Jubilee_Read:The_Hills_Were_Joyful_Together
other,List_of_Michigan_companies,external,68,other:List_of_Michigan_companies
other,List_of_Michigan_companies,external,2753,other:List_of_Michigan_companies
other,List_of_Michigan_companies,external,276,other:List_of_Michigan_companies
Black_people_in_France,France,link,74,Black_people_in_France:France
